time,x,y,z,qx,qy,qz,qw
1675068859.3551583,0.0006072999676689506,7.90618360042572e-05,-7.321970770135522e-05,9.46863921121606e-05,6.183241141523683e-05,-1.7968629754909077e-05,0.999999998361033
1675068859.416306,0.0010384576162323356,0.00018464773893356323,-0.000156484980834648,-4.4552458090281714e-05,9.194876973663152e-05,-5.65238233203393e-06,0.9999999986910721
1675068859.4939208,0.0011197533458471298,0.00026624370366334915,-0.0004023163637612015,0.0001552181310016479,-3.920130361141056e-05,-7.109694806373625e-05,0.9999999961645307
1675068859.5578814,0.000899795675650239,0.00017504488641861826,-0.00021685182582587004,4.502335370526508e-05,3.470968247143547e-05,-9.74261536488449e-05,0.999999998409516
1675068859.6363173,0.0005742808571085334,0.000132816843688488,-9.93993307929486e-05,-3.109372567382368e-05,2.9509312733416032e-05,-5.578109304679366e-05,0.9999999993813626
1675068859.7070186,0.0009195039165206254,9.429269266547635e-05,-0.000353879586327821,9.422015848853984e-05,-1.1027950136262278e-05,-5.262637593322806e-06,0.999999998871657
1675068859.7871835,0.0006000519497320056,0.0001269197091460228,-0.00011457026994321495,4.365021064027679e-05,3.0745884060506446e-05,4.624192849997792e-06,0.9999999996409967
1675068859.8632612,0.000329752016114071,-6.528662925120443e-05,4.649531911127269e-05,5.563757700637318e-06,7.977885338735222e-05,-5.556775686050654e-06,0.9999999991966875
1675068859.9504685,0.001338482485152781,0.0002648159861564636,-0.000562664121389389,0.00013226814568738547,-0.00011801557124608186,-3.249673092853502e-05,0.9999999959402415
1675068860.0315104,7.612816989421844e-05,-9.192433208227158e-05,7.099972572177649e-05,2.0308028502576824e-05,1.6058026159478607e-05,-1.025413595995164e-05,0.9999999999030718
1675068860.124679,0.0004238665278535336,-7.263477891683578e-05,-0.00014929908502381295,-1.6740189866407314e-05,-2.6330036624007355e-05,1.7230270091475382e-05,0.9999999998412026
1675068860.444423,0.00023994696675799787,8.044112473726273e-05,-3.9570615626871586e-05,-0.00013099842044599983,-4.6033858246280154e-05,-5.568704796788162e-05,0.9999999972023643
1675068860.478013,0.0002824480179697275,9.172783029498532e-05,-4.9566515372134745e-05,-7.36116676673031e-05,-6.230250076226965e-05,-7.087126749158744e-05,0.9999999982095824
1675068860.5556312,0.001103895017877221,0.00016452468116767704,-0.00024762615794315934,-8.973091719140512e-06,1.54099354821927e-05,-1.637007155018522e-05,0.999999999926755
1675068860.72037,0.0004752177628688514,-5.25796931469813e-05,-0.00021646611276082695,1.4699113888787796e-05,-6.378025484706733e-05,-4.308286897505426e-05,0.9999999992324904
1675068860.8181527,0.0005457003135234118,3.431364893913269e-05,-0.00014400153304450214,3.910475527345729e-05,2.619748605050658e-07,-1.9927620421478363e-05,0.9999999997592051
1675068860.873237,0.0005293553113006055,2.610776573419571e-05,0.00012911373050883412,-0.00024498538221900674,9.896762477673559e-05,-6.377192333905048e-05,0.9999999907652826
1675068861.018996,0.0007392685511149466,0.00011282600462436676,-0.0002873903140425682,0.00017481303586413708,-1.2048008978900016e-05,-2.2663209044011057e-05,0.9999999960977093
