time,x,y,z,qx,qy,qz,qw
1674582499.196834,-4.657958984375,-0.0398712158203125,0.0,0.0,-0.0,1.7283423672230493,0.6492707010547418
1674582499.2812037,-4.65496826171875,-0.0442962646484375,0.0,0.0,-0.0,1.750866122527274,0.6406644047078061
1674582499.373629,-4.6522216796875,-0.05413818359375,0.0,0.0,-0.0,1.7724351386634976,0.632346737149633
1674582499.4416304,-4.64794921875,-0.0618743896484375,0.0,0.0,-0.0,1.7901404374009164,0.6254640295812635
1674582499.5263546,-4.644195556640625,-0.067169189453125,0.0,0.0,-0.0,1.810566274722341,0.6174628888343181
1674582499.6021442,-4.6409454345703125,-0.0758056640625,0.0,0.0,-0.0,1.8316965307570854,0.6091180527216452
1674582499.6931078,-4.6372833251953125,-0.0790863037109375,0.0,0.0,-0.0,1.8498678840756038,0.6018873463291612
1674582499.7718315,-4.6360015869140625,-0.0822601318359375,0.0,0.0,-0.0,1.8658043936054038,0.5955050090235354
1674582499.8455403,-4.62908935546875,-0.089691162109375,0.0,0.0,-0.0,1.890849356144251,0.5853986259334741
1674582499.9318159,-4.6290740966796875,-0.094451904296875,0.0,0.0,-0.0,1.9003695146126323,0.5815327950792056
1674582500.0726805,-4.621795654296875,-0.1013031005859375,0.0,0.0,-0.0,1.9204642628121058,0.5733298105315289
1674582500.1133912,-4.62091064453125,-0.103118896484375,0.0,0.0,-0.0,1.9384349544287016,0.5659448498824328
1674582500.1658344,-4.6185302734375,-0.10931396484375,0.0,0.0,-0.0,1.9549440142139616,0.5591202560858384
1674582500.2514794,-4.6126251220703125,-0.1127777099609375,0.0,0.0,-0.0,1.9782152698763733,0.5494356823915657
1674582500.3314235,-4.6072845458984375,-0.11993408203125,0.0,0.0,-0.0,2.000663289445097,0.5400232067485213
1674582500.411617,-4.605224609375,-0.126190185546875,0.0,0.0,-0.0,2.0198344629506484,0.531930810574913
1674582500.498673,-4.59912109375,-0.1304931640625,0.0,0.0,-0.0,2.046584092249104,0.5205579414027756
1674582500.5761104,-4.5916748046875,-0.138031005859375,0.0,0.0,-0.0,2.073190220360332,0.5091537085605606
1674582500.6584444,-4.5857086181640625,-0.1451873779296875,0.0,0.0,-0.0,2.0968322747112618,0.49894430245275123
1674582500.7321699,-4.580322265625,-0.15478515625,0.0,0.0,-0.0,2.1208007579401986,0.48852276989636917
1674582500.8240168,-4.5711212158203125,-0.159881591796875,0.0,0.0,-0.0,2.14819529689105,0.4765257489939235
1674582500.903835,-4.5638580322265625,-0.1638946533203125,0.0,0.0,-0.0,2.1765608992339023,0.46400928202375386
1674582500.977079,-4.5560760498046875,-0.1739654541015625,0.0,0.0,-0.0,2.200961123165818,0.45316778904579563
1674582501.0683343,-4.5501708984375,-0.179443359375,0.0,0.0,-0.0,2.226631888360925,0.4416889907079416
1674582501.1371176,-4.5372314453125,-0.1871490478515625,0.0,0.0,-0.0,2.255234004601169,0.4288138066257117
1674582501.2220678,-4.534942626953125,-0.1943511962890625,0.0,0.0,-0.0,2.269893619701989,0.4221806506793176
1674582501.3010967,-4.5255126953125,-0.201171875,0.0,0.0,-0.0,2.2908968991614382,0.4126376864042278
1674582501.3832114,-4.5184173583984375,-0.206573486328125,0.0,0.0,-0.0,2.3107747884242196,0.4035641175437966
